#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-07-08T01:09:27 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5f04f1192611	
#INFO	-out.max=99999	
#INFO	queryParameters=29	
#-oc.form=dec
#-out.max=99999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=II/246/out
#-nav=cat:II/246&tab:{II/246/out}&key:source=II/246&key:c=220.54852980992 11.96488163122&pos:220.54852980992 11.96488163122( 5.142666666666666 deg J2000)&HTTPPRM:&&-ref=VIZ5f04f1192611&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c=220.54852980992 11.96488163122&-c.eq=J2000&-c.r=2.5713&-c.u=deg&-c.geom=b&-order=I&-out=RAJ2000&-out=DEJ2000&-out=2MASS&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Kmag&-out=e_Kmag&-out=Qflg&-out=Rflg&-out=Bflg&-out=Cflg&-out=Xflg&-out=Aflg&-ignore=Opt=*&Opt=Opt&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=II/246/out
#-c=220.54852980992 11.96488163122
#-c.eq=J2000
#-c.r=2.5713
#-c.u=deg
#-c.geom=b
#-source=II/246/out
#-out=RAJ2000
#-out=DEJ2000
#-out=2MASS
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#-out=Qflg
#-out=Rflg
#-out=Bflg
#-out=Cflg
#-out=Xflg
#-out=Aflg
#
#INFO	-c=220.548530+11.964882,bd=2.571300/2.5713	
#Constraint -bmark=POST

#RESOURCE=yCat_2246
#Name: II/246
#Title: 2MASS All-Sky Catalog of Point Sources (Cutri+ 2003)
#Table	II_246_out:
#Name: II/246/out
#Title: 2MASS Point Source Catalogue, output (on a total of 470,992,970 sources)
#Column	_r	(F8.6)	Distance from center (220.548530+11.964882)[FK5/J2000]	[ucd=pos.angDistance]
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	RAJ2000	(F10.6)	(ra) Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	(dec) Declination (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	2MASS	(a17)	(designation) Source designation (1)	[ucd=meta.id;meta.main]
#Column	Jmag	(F6.3)	?(j_m) J selected default magnitude (2)	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	?(j_msigcom) J total magnitude uncertainty (4)	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	?(h_m) H selected default magnitude (2)	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	?(h_msigcom) H total magnitude uncertainty (4)	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Kmag	(F6.3)	?(k_m) K selected default magnitude (2)	[ucd=phot.mag;em.IR.K]
#Column	e_Kmag	(F6.3)	?(k_msigcom) K total magnitude uncertainty (4)	[ucd=stat.error;phot.mag;em.IR.K]
#Column	Qflg	(A3)	(ph_qual) JHK Photometric quality flag (5)	[ucd=meta.code.qual;phot]
#Column	Rflg	(A3)	(rd_flg) Source of JHK default mag (6)	[ucd=meta.ref]
#Column	Bflg	(A3)	(bl_flg) JHK components fit to source (7)	[ucd=meta.code]
#Column	Cflg	(A3)	(cc_flg) Artifact contamination, confusion (8)	[ucd=meta.code]
#Column	Xflg	(I1)	[0,2] (gal_contam) Extended source contamination (10)	[ucd=meta.code]
#Column	Aflg	(I1)	[0,1] (mp_flg) Association with asteroid or comet (11)	[ucd=meta.code]
_r	_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
1.080150	219.46466000	+12.17299600	219.464660	+12.172996	14375151+1210227 	14.933	 0.037	14.469	 0.041	14.279	 0.075	AAA	222	111	000	0	0
1.080265	221.53225300	+11.47580100	221.532253	+11.475801	14460774+1128328 	13.948	 0.029	13.264	 0.033	13.045	 0.039	AAA	222	111	000	0	0
1.080310	221.41592000	+12.63485000	221.415920	+12.634850	14453982+1238054 	16.457	 0.118	15.830	 0.168	15.738	      	BCU	220	110	000	0	0
1.080327	221.61785800	+12.23672100	221.617858	+12.236721	14462828+1214121 	15.353	 0.066	14.885	 0.094	14.438	 0.082	AAA	222	111	000	0	0
1.080349	221.07696000	+12.91402800	221.076960	+12.914028	14441847+1254505 	16.624	 0.123	15.929	 0.165	15.695	 0.237	BCD	222	111	000	0	0
1.080359	221.47036700	+11.37145200	221.470367	+11.371452	14455288+1122172 	16.374	 0.142	16.209	      	15.698	      	BUU	200	100	000	0	0
1.080404	221.44315600	+11.33277700	221.443156	+11.332777	14454635+1119579 	16.465	 0.151	15.831	      	16.360	      	BUU	200	100	000	0	0
1.080424	221.41147600	+12.64049900	221.411476	+12.640499	14453875+1238257 	16.520	 0.135	16.267	      	15.805	 0.224	BUD	202	101	000	0	0
1.080503	219.68131000	+12.63537200	219.681310	+12.635372	14384351+1238073 	16.323	 0.097	15.939	 0.154	15.558	 0.221	ABD	222	111	000	0	0
1.080538	221.64025800	+11.80289800	221.640258	+11.802898	14463366+1148104 	14.268	 0.052	10.462	      	10.276	      	AUU	200	100	c00	0	0
1.080560	220.48215200	+10.88628200	220.482152	+10.886282	14415571+1053106 	16.470	 0.137	15.999	 0.211	15.725	      	BCU	220	110	000	0	0
1.080595	220.51464600	+13.04497000	220.514646	+13.044970	14420351+1302418 	16.146	 0.101	15.672	 0.165	15.301	 0.184	ACC	222	111	000	0	0
1.080774	220.02539400	+11.01342700	220.025394	+11.013427	14400609+1100483 	13.600	 0.024	13.256	 0.028	13.192	 0.038	AAA	222	111	000	0	0
1.080806	219.45267000	+12.10432100	219.452670	+12.104321	14374864+1206155 	16.085	 0.082	15.372	 0.095	15.310	 0.187	AAC	222	111	000	0	0
1.080900	219.64340900	+12.58628600	219.643409	+12.586286	14383441+1235106 	16.157	 0.088	15.695	 0.117	15.424	      	ABU	220	110	000	0	0
1.080905	220.00833700	+11.02246900	220.008337	+11.022469	14400200+1101208 	16.349	 0.139	15.873	 0.181	15.711	      	BCU	220	110	000	0	0
1.080939	219.53653100	+12.40066000	219.536531	+12.400660	14380876+1224023 	14.902	 0.036	14.207	 0.039	13.928	 0.054	AAA	222	111	000	0	0
1.080996	220.19417500	+12.98901500	220.194175	+12.989015	14404660+1259204 	16.688	 0.135	15.667	 0.154	15.356	 0.196	BBC	222	111	000	0	0
1.081008	221.51482700	+11.44212300	221.514827	+11.442123	14460355+1126316 	14.846	 0.078	14.214	 0.082	13.919	 0.087	AAA	222	111	000	1	0
1.081085	219.47038800	+11.72961300	219.470388	+11.729613	14375289+1143466 	11.646	 0.021	10.996	 0.022	10.817	 0.023	AAA	222	111	000	0	0
1.081171	221.63052200	+12.18729600	221.630522	+12.187296	14463132+1211142 	16.177	 0.100	16.013	 0.205	15.577	 0.200	ADC	222	111	000	0	0
1.081176	220.88869200	+12.99378300	220.888692	+12.993783	14433328+1259376 	15.359	 0.070	14.757	 0.083	14.369	 0.093	AAA	222	111	000	0	0
1.081217	220.45502600	+13.04223800	220.455026	+13.042238	14414920+1302320 	13.591	 0.027	13.347	 0.032	13.308	 0.034	AAA	222	111	000	0	0
1.081223	219.62339000	+12.55798500	219.623390	+12.557985	14382961+1233287 	16.004	 0.075	15.522	 0.100	14.972	 0.129	AAB	222	111	000	0	0
1.081254	219.61776400	+11.38327700	219.617764	+11.383277	14382826+1122597 	16.718	 0.137	16.307	 0.185	16.769	      	BCU	220	110	000	0	0
1.081288	220.44501300	+10.88836500	220.445013	+10.888365	14414680+1053181 	16.622	 0.173	15.444	 0.135	15.249	 0.196	CBC	222	111	000	0	0
1.081316	219.44411000	+11.92311400	219.444110	+11.923114	14374658+1155232 	16.858	 0.165	15.910	 0.179	15.623	      	CCU	220	110	000	0	0
1.081331	221.27938200	+11.15457900	221.279382	+11.154579	14450705+1109164 	14.230	 0.035	13.605	 0.035	13.306	 0.038	AAA	222	111	000	0	0
1.081353	219.69704000	+12.65572000	219.697040	+12.655720	14384728+1239205 	15.195	 0.040	14.553	 0.047	14.317	 0.074	AAA	222	111	000	0	0
1.081372	221.57962400	+11.57698900	221.579624	+11.576989	14461910+1134371 	15.469	 0.062	14.925	 0.092	14.769	 0.128	AAB	222	111	000	0	0
1.081390	219.97154700	+11.04306600	219.971547	+11.043066	14395317+1102350 	16.633	 0.152	16.370	 0.246	15.622	      	CDU	220	110	000	0	0
1.081451	221.63251000	+11.75475000	221.632510	+11.754750	14463180+1145171 	15.140	 0.047	14.723	 0.083	14.619	 0.110	AAB	222	111	000	0	0
1.081543	220.04728600	+11.00131800	220.047286	+11.001318	14401134+1100047 	14.729	 0.036	14.202	 0.044	14.155	 0.075	AAA	222	111	000	0	0
1.081582	221.29557000	+11.16851700	221.295570	+11.168517	14451093+1110066 	 8.432	 0.023	 7.946	 0.036	 7.761	 0.020	AAA	111	111	000	0	0
1.081623	221.47453800	+12.55741800	221.474538	+12.557418	14455388+1233267 	16.480	 0.128	15.767	 0.167	15.593	 0.182	BCC	222	111	000	0	0
1.081639	219.73458400	+11.23397100	219.734584	+11.233971	14385630+1114022 	14.607	 0.038	13.938	 0.035	13.712	 0.047	AAA	222	111	000	0	0
1.081756	221.08987600	+12.90867200	221.089876	+12.908672	14442157+1254312 	16.336	 0.093	15.572	 0.128	15.148	 0.160	ABC	222	111	000	0	0
1.081838	221.15269000	+12.87166300	221.152690	+12.871663	14443664+1252179 	16.861	 0.156	16.032	 0.170	15.842	 0.228	CCD	222	111	000	0	0
1.081853	220.26254800	+13.01008300	220.262548	+13.010083	14410301+1300362 	15.249	 0.049	14.504	 0.058	14.117	 0.060	AAA	222	111	000	0	0
1.081973	221.64174000	+11.80289400	221.641740	+11.802894	14463401+1148104 	 8.672	 0.023	 8.398	 0.034	 8.366	 0.020	AAA	111	111	000	0	0
1.082036	221.52108400	+11.45117300	221.521084	+11.451173	14460506+1127042 	12.863	 0.024	12.283	 0.027	12.057	 0.026	AAA	222	111	000	0	0
1.082074	219.52558100	+12.37838400	219.525581	+12.378384	14380613+1222421 	16.840	 0.157	16.196	 0.181	16.206	      	CCU	220	110	000	0	0
1.082385	221.64188400	+11.80110600	221.641884	+11.801106	14463405+1148039 	10.596	 0.033	 9.984	 0.035	 9.822	 0.024	AAA	222	111	ccd	0	0
1.082523	220.25314200	+10.92179000	220.253142	+10.921790	14410075+1055184 	15.243	 0.053	14.844	 0.081	14.669	 0.105	AAB	222	111	000	0	0
1.082547	221.30985800	+12.75155000	221.309858	+12.751550	14451436+1245055 	17.120	 0.223	16.458	 0.282	15.806	 0.215	DDD	222	111	0c0	0	0
1.082556	219.45354400	+12.12344000	219.453544	+12.123440	14374885+1207243 	16.312	 0.105	15.928	 0.142	15.492	      	ABU	220	110	000	0	0
1.082745	219.84259800	+11.13182700	219.842598	+11.131827	14392222+1107545 	15.467	 0.059	14.717	 0.046	14.409	 0.081	AAA	222	111	000	0	0
1.082834	220.94764000	+10.95516200	220.947640	+10.955162	14434743+1057185 	16.102	 0.105	15.533	 0.141	15.432	 0.232	BBD	222	111	000	0	0
1.082895	221.50791900	+11.42630600	221.507919	+11.426306	14460190+1125347 	16.624	 0.155	15.709	 0.171	15.849	 0.339	BCD	222	111	000	0	0
1.083053	220.65440100	+10.88681100	220.654401	+10.886811	14423705+1053125 	14.271	 0.029	13.850	 0.038	13.752	 0.065	AAA	222	111	000	0	0
1.083073	219.86637900	+11.11262300	219.866379	+11.112623	14392793+1106454 	16.257	 0.105	15.708	 0.137	15.424	      	ABU	220	110	000	0	0
1.083108	220.29734700	+10.91012400	220.297347	+10.910124	14411136+1054364 	15.639	 0.056	14.876	 0.073	14.815	 0.108	AAA	222	111	000	0	0
1.083345	221.54717100	+11.49841700	221.547171	+11.498417	14461132+1129543 	15.606	 0.071	15.327	 0.122	15.088	 0.172	ABC	222	111	000	0	0
1.083372	219.62490200	+12.56414000	219.624902	+12.564140	14382997+1233509 	17.407	 0.253	16.095	 0.168	15.404	 0.217	DCC	222	111	000	0	0
1.083409	219.44863900	+12.09358200	219.448639	+12.093582	14374767+1205368 	16.098	 0.080	15.448	 0.089	15.357	 0.189	AAC	222	111	000	0	0
1.083417	221.43483500	+11.31661800	221.434835	+11.316618	14454436+1118598 	16.555	 0.173	15.607	 0.158	16.590	      	CCU	220	110	000	0	0
1.083523	220.84291300	+10.92048000	220.842913	+10.920480	14432229+1055137 	15.147	 0.054	14.640	 0.071	14.426	 0.105	AAA	222	111	000	0	0
1.083607	220.79858000	+13.02063100	220.798580	+13.020631	14431165+1301142 	13.952	 0.029	13.494	 0.032	13.565	 0.039	AAA	222	111	000	0	0
1.083685	220.30517800	+10.90777100	220.305178	+10.907771	14411324+1054279 	16.958	 0.193	16.539	 0.282	15.470	 0.194	CDC	222	111	000	0	0
1.083716	219.53027600	+12.39354800	219.530276	+12.393548	14380726+1223367 	16.733	 0.144	16.273	      	16.286	      	BUU	200	100	000	0	0
1.083786	220.00870500	+11.01896700	220.008705	+11.018967	14400208+1101082 	14.630	 0.076	13.965	 0.100	13.544	 0.076	AAA	222	111	000	1	0
1.083976	221.01725000	+10.98304400	221.017250	+10.983044	14440414+1058589 	15.491	 0.054	15.159	 0.108	14.730	      	AAU	220	110	000	0	0
1.084026	220.09185400	+10.97755500	220.091854	+10.977555	14402204+1058391 	15.317	 0.066	14.780	 0.058	14.409	 0.086	AAA	222	111	000	0	0
1.084096	221.39408400	+12.66690900	221.394084	+12.666909	14453458+1240008 	16.402	 0.125	15.554	 0.125	15.379	 0.155	BBB	222	111	000	0	0
1.084161	219.99300200	+11.02730000	219.993002	+11.027300	14395832+1101382 	16.196	 0.123	15.466	 0.110	14.659	 0.123	BBB	222	111	000	0	0
1.084312	219.56021200	+11.47572700	219.560212	+11.475727	14381445+1128326 	16.360	 0.142	16.406	 0.293	15.573	      	BDU	220	110	000	0	0
1.084333	221.03400700	+10.99049500	221.034007	+10.990495	14440816+1059257 	16.616	 0.143	15.697	      	15.180	      	BUU	200	100	000	0	0
1.084461	221.42302200	+11.29973500	221.423022	+11.299735	14454152+1117590 	14.053	 0.028	13.646	 0.038	13.512	 0.049	AAA	222	111	000	0	0
1.084518	221.48116700	+11.38009200	221.481167	+11.380092	14455548+1122483 	16.231	 0.118	15.598	 0.162	15.108	 0.209	BCC	222	111	000	0	0
1.084540	221.03981700	+12.93755400	221.039817	+12.937554	14440955+1256151 	16.082	 0.086	15.275	 0.099	15.243	 0.160	AAC	222	111	000	0	0
1.084645	221.64472000	+12.12971800	221.644720	+12.129718	14463473+1207469 	14.032	 0.026	13.687	 0.035	13.576	 0.040	AAA	222	111	000	0	0
1.084652	221.03193500	+12.94143800	221.031935	+12.941438	14440766+1256291 	16.438	 0.123	15.695	 0.146	15.080	 0.141	BBB	222	111	000	0	0
1.084723	221.33474200	+12.73089200	221.334742	+12.730892	14452033+1243512 	16.735	 0.148	17.644	      	16.550	      	BUU	200	100	000	0	0
1.084791	220.07478600	+12.94609800	220.074786	+12.946098	14401794+1256459 	14.264	 0.027	13.594	 0.031	13.402	 0.039	AAA	222	111	000	0	0
1.084831	221.44718500	+12.60193700	221.447185	+12.601937	14454732+1236069 	14.918	 0.044	14.706	 0.072	14.528	 0.074	AAA	222	111	000	0	0
1.084869	220.06927400	+12.94362700	220.069274	+12.943627	14401662+1256370 	10.662	 0.022	10.221	 0.019	10.130	 0.018	AAA	222	111	000	0	0
1.084928	220.55191900	+10.87995900	220.551919	+10.879959	14421246+1052478 	16.808	 0.216	15.954	 0.241	15.444	 0.240	CDD	222	111	000	0	0
1.085009	221.65530900	+12.03732800	221.655309	+12.037328	14463727+1202143 	16.348	 0.130	15.673	 0.155	15.291	 0.149	BCB	222	111	000	0	0
1.085179	219.73582200	+11.22744100	219.735822	+11.227441	14385659+1113387 	17.191	 0.251	16.162	 0.175	15.727	 0.241	DCD	222	111	000	0	0
1.085184	219.45416700	+12.14441600	219.454167	+12.144416	14374900+1208398 	15.297	 0.043	14.733	 0.057	14.411	 0.082	AAA	222	111	000	0	0
1.085237	220.54326200	+13.05010600	220.543262	+13.050106	14421038+1303003 	13.603	 0.023	12.962	 0.025	12.805	 0.028	AAA	222	111	000	0	0
1.085318	221.19710000	+12.84618500	221.197100	+12.846185	14444730+1250462 	10.527	 0.023	 9.974	 0.031	 9.905	 0.023	AAA	222	111	000	0	0
1.085351	219.87210900	+11.10537800	219.872109	+11.105378	14392930+1106193 	16.678	 0.175	15.983	 0.193	14.713	      	CCU	220	110	000	0	0
1.085393	221.33523300	+11.20059400	221.335233	+11.200594	14452045+1112021 	16.677	 0.182	15.954	 0.171	15.570	 0.239	CCD	222	111	000	0	0
1.085572	221.31667300	+12.74939200	221.316673	+12.749392	14451600+1244578 	17.106	 0.209	15.954	 0.172	15.514	 0.178	CCC	222	111	000	0	0
1.085582	220.32729900	+10.90117600	220.327299	+10.901176	14411855+1054042 	16.349	 0.120	15.530	 0.171	15.283	 0.177	BCC	222	111	000	0	0
1.085597	219.46186900	+12.18708900	219.461869	+12.187089	14375084+1211135 	15.802	 0.071	15.448	 0.091	15.368	      	AAU	220	110	000	0	0
1.085647	221.59289700	+12.33399400	221.592897	+12.333994	14462229+1220023 	16.217	 0.107	15.499	 0.144	14.783	 0.104	ABA	222	111	000	0	0
1.085718	220.24918700	+10.91955600	220.249187	+10.919556	14405980+1055104 	15.348	 0.054	14.783	 0.070	14.526	 0.112	AAB	222	111	000	0	0
1.085898	219.48949500	+12.29219600	219.489495	+12.292196	14375747+1217319 	15.667	 0.061	15.178	 0.078	15.081	 0.151	AAB	222	111	000	0	0
1.085935	221.54188500	+12.45133100	221.541885	+12.451331	14461005+1227047 	16.089	 0.100	15.453	 0.127	15.281	 0.151	ABB	222	111	000	0	0
1.086156	221.65261500	+11.85245800	221.652615	+11.852458	14463662+1151088 	14.184	 0.066	13.533	 0.085	13.122	 0.069	AAA	222	111	000	0	0
1.086207	220.41345400	+10.88677400	220.413454	+10.886774	14413922+1053123 	15.436	 0.051	14.902	 0.073	14.755	 0.101	AAA	222	111	000	0	0
1.086283	220.16335500	+10.94630100	220.163355	+10.946301	14403920+1056466 	13.804	 0.024	13.411	 0.035	13.368	 0.047	AAA	222	111	000	0	0
1.086460	219.59772700	+12.52795600	219.597727	+12.527956	14382345+1231406 	16.733	 0.141	15.669	 0.111	15.638	 0.238	BBD	222	111	000	0	0
1.086465	221.52511700	+11.44917000	221.525117	+11.449170	14460602+1126570 	15.745	 0.081	15.264	 0.118	14.825	 0.140	ABB	222	111	000	0	0
1.086515	220.39554200	+13.04108200	220.395542	+13.041082	14413493+1302278 	16.628	 0.135	15.956	 0.195	15.667	      	BCU	220	110	000	0	0
1.086546	219.44317800	+11.86074800	219.443178	+11.860748	14374636+1151386 	14.956	 0.053	14.719	 0.072	14.508	 0.110	AAB	222	121	0c0	0	0
1.086567	219.76861900	+12.73961600	219.768619	+12.739616	14390446+1244226 	11.687	 0.021	11.164	 0.021	11.067	 0.016	AAA	222	111	000	0	0
1.086597	219.46616500	+12.21096800	219.466165	+12.210968	14375187+1212394 	16.836	 0.146	16.354	 0.208	15.585	 0.231	BCD	222	111	000	0	0
1.086598	221.11077900	+11.02832600	221.110779	+11.028326	14442658+1101419 	16.399	 0.112	15.725	 0.161	15.777	 0.252	BCD	222	111	000	0	0
1.086598	219.92408100	+12.86420900	219.924081	+12.864209	14394177+1251511 	14.815	 0.036	14.137	 0.044	13.974	 0.061	AAA	222	111	000	0	0
1.086698	221.49841700	+11.40306400	221.498417	+11.403064	14455962+1124110 	16.469	 0.148	17.006	      	16.607	      	BUU	200	200	c00	0	0
1.086709	221.50070700	+12.52621100	221.500707	+12.526211	14460016+1231343 	15.634	 0.063	15.075	 0.096	14.882	 0.097	AAA	222	111	000	0	0
1.086732	220.90121400	+12.99561600	220.901214	+12.995616	14433629+1259442 	16.368	 0.113	15.755	 0.156	15.369	 0.188	BCC	222	111	000	0	0
1.086852	220.41828500	+10.88555300	220.418285	+10.885553	14414038+1053079 	16.360	 0.098	16.227	 0.274	17.082	      	ADU	220	110	000	0	0
1.086867	219.58022400	+12.49944800	219.580224	+12.499448	14381925+1229580 	16.479	 0.113	16.242	 0.197	15.696	      	BCU	220	110	000	0	0
1.086875	219.44268400	+11.86231700	219.442684	+11.862317	14374624+1151443 	16.242	 0.137	15.772	 0.193	15.472	      	BCU	220	120	cc0	0	0
1.087058	220.60600100	+10.87928400	220.606001	+10.879284	14422544+1052454 	13.921	 0.030	13.431	 0.031	13.456	 0.052	AAA	222	111	000	0	0
1.087141	219.97467900	+11.03446900	219.974679	+11.034469	14395392+1102040 	16.302	 0.122	15.772	 0.152	15.249	      	BBU	220	110	000	0	0
1.087205	221.52344900	+12.48850800	221.523449	+12.488508	14460562+1229186 	15.791	 0.070	15.093	 0.092	15.163	 0.132	AAB	222	111	000	0	0
1.087268	221.58888700	+12.34935000	221.588887	+12.349350	14462133+1220576 	16.247	 0.103	15.824	 0.169	14.961	 0.114	ACB	222	111	000	0	0
1.087272	221.37674000	+12.69117900	221.376740	+12.691179	14453041+1241282 	15.636	      	14.996	 0.094	15.240	      	UAU	626	020	0c0	0	0
1.087339	221.39547800	+12.67031800	221.395478	+12.670318	14453491+1240131 	16.153	 0.104	15.538	 0.134	15.065	 0.122	ABB	222	111	000	0	0
1.087379	221.62523500	+11.69686500	221.625235	+11.696865	14463005+1141487 	14.864	 0.041	14.254	 0.055	14.201	 0.083	AAA	222	111	000	0	0
1.087472	219.44968100	+11.80261100	219.449681	+11.802611	14374792+1148093 	15.658	 0.096	15.050	 0.089	14.882	 0.152	AAB	222	111	000	0	0
1.087504	221.05786400	+12.93199300	221.057864	+12.931993	14441388+1255551 	15.790	 0.067	15.283	 0.106	15.174	 0.153	AAB	222	111	000	0	0
1.087538	219.82339600	+11.14146100	219.823396	+11.141461	14391761+1108292 	15.354	 0.050	14.898	 0.062	14.797	 0.136	AAB	222	111	000	0	0
1.087567	221.59725500	+11.60590600	221.597255	+11.605906	14462334+1136212 	10.740	 0.021	10.118	 0.023	10.011	 0.020	AAA	222	111	000	0	0
1.087696	219.44992200	+12.13442800	219.449922	+12.134428	14374798+1208039 	13.197	 0.023	12.735	 0.019	12.600	 0.026	AAA	222	111	000	0	0
1.087923	219.86987800	+11.10381700	219.869878	+11.103817	14392877+1106137 	15.363	 0.103	14.463	 0.098	14.194	 0.110	AAB	222	111	000	0	0
1.087928	220.74808400	+13.03522400	220.748084	+13.035224	14425954+1302068 	13.419	 0.022	12.718	 0.023	12.614	 0.025	AAA	222	111	000	0	0
1.088137	221.56430100	+12.41012700	221.564301	+12.410127	14461543+1224364 	16.123	 0.099	15.677	 0.163	15.397	 0.161	ACC	222	111	000	0	0
1.088194	221.65572200	+12.07185900	221.655722	+12.071859	14463737+1204186 	16.097	 0.112	15.564	 0.166	14.891	 0.121	BCB	222	111	000	0	0
1.088214	219.70880900	+11.25239200	219.708809	+11.252392	14385011+1115086 	16.772	 0.171	15.931	 0.169	15.383	 0.198	CCC	222	111	000	0	0
1.088240	219.87521100	+11.09941200	219.875211	+11.099412	14393005+1105578 	16.110	 0.151	15.326	 0.172	14.663	 0.157	BCC	222	111	000	0	0
1.088369	221.55220200	+12.43625000	221.552202	+12.436250	14461252+1226105 	14.316	 0.031	13.989	 0.048	14.069	 0.053	AAA	222	111	000	0	0
1.088584	220.15382300	+12.98296500	220.153823	+12.982965	14403691+1258586 	16.073	 0.089	15.444	 0.104	15.740	      	AAU	220	110	000	0	0
1.088628	220.17036900	+12.98898300	220.170369	+12.988983	14404088+1259203 	16.182	 0.094	15.487	 0.113	15.317	 0.182	ABC	222	111	000	0	0
1.088640	220.25053500	+13.01392500	220.250535	+13.013925	14410012+1300501 	16.571	 0.118	16.066	 0.195	15.532	      	BCU	220	110	000	0	0
1.088788	219.76536900	+11.19232900	219.765369	+11.192329	14390368+1111323 	16.467	 0.119	15.937	 0.160	16.905	      	BCU	220	110	000	0	0
1.088963	221.08145700	+12.92145000	221.081457	+12.921450	14441954+1255172 	16.706	 0.141	15.733	 0.151	14.836	 0.118	BBB	222	111	000	0	0
1.089098	220.28326500	+10.90727200	220.283265	+10.907272	14410798+1054261 	14.407	 0.033	13.840	 0.032	13.775	 0.057	AAA	222	111	000	0	0
1.089176	219.87564400	+11.09791400	219.875644	+11.097914	14393015+1105524 	15.904	 0.099	15.374	 0.127	15.132	 0.165	ABC	222	111	000	0	0
1.089213	220.44306300	+13.04921700	220.443063	+13.049217	14414633+1302571 	14.419	 0.036	13.794	 0.045	13.659	 0.039	AAA	222	111	000	0	0
1.089249	219.43910600	+11.87460300	219.439106	+11.874603	14374538+1152285 	17.041	 0.186	16.426	 0.230	15.998	 0.366	CDD	222	111	000	0	0
1.089310	220.58851100	+13.05349200	220.588511	+13.053492	14422124+1303125 	16.043	 0.095	15.212	 0.102	14.855	 0.121	AAB	222	111	000	0	0
1.089447	219.87337100	+11.09927000	219.873371	+11.099270	14392960+1105573 	16.005	 0.139	15.458	 0.133	14.997	 0.137	BBB	222	111	000	0	0
1.089466	219.67386100	+11.29184100	219.673861	+11.291841	14384172+1117306 	15.333	 0.046	14.784	 0.064	14.655	 0.106	AAA	222	111	000	0	0
1.089565	219.45893900	+11.74119700	219.458939	+11.741197	14375014+1144283 	16.020	 0.126	15.653	 0.153	15.347	 0.246	BBD	222	111	000	0	0
1.089643	219.81018500	+12.78171100	219.810185	+12.781711	14391444+1246541 	13.986	 0.026	13.634	 0.030	13.550	 0.043	AAA	222	111	000	0	0
1.089747	220.38397200	+10.88713700	220.383972	+10.887137	14413215+1053136 	14.509	 0.030	14.121	 0.039	14.061	 0.055	AAA	222	111	000	0	0
1.089756	221.62567800	+11.68908700	221.625678	+11.689087	14463016+1141207 	16.438	 0.133	15.550	      	15.261	 0.204	BUC	202	201	c00	0	0
1.089778	219.76064900	+11.19554100	219.760649	+11.195541	14390255+1111439 	16.849	 0.145	16.200	 0.170	16.829	      	CCU	220	110	000	0	0
1.089788	219.43557600	+12.01413100	219.435576	+12.014131	14374453+1200508 	14.354	 0.029	14.089	 0.036	14.045	 0.057	AAA	222	111	000	0	0
1.089804	219.43825800	+11.87786300	219.438258	+11.877863	14374518+1152403 	14.316	 0.029	13.768	 0.027	13.690	 0.047	AAA	222	111	000	0	0
1.089895	219.78949500	+11.16806900	219.789495	+11.168069	14390947+1110050 	13.907	 0.027	13.473	 0.027	13.455	 0.038	AAA	222	111	000	0	0
1.089949	221.18762100	+12.85843000	221.187621	+12.858430	14444502+1251303 	13.941	 0.023	13.286	 0.032	13.138	 0.029	AAA	222	111	000	0	0
1.089965	221.65377900	+11.82935900	221.653779	+11.829359	14463690+1149456 	16.850	 0.213	16.123	 0.204	15.600	 0.275	CCD	222	111	000	0	0
1.090001	219.44321000	+12.10447400	219.443210	+12.104474	14374637+1206161 	15.930	 0.077	15.311	 0.094	14.872	 0.134	AAB	222	111	000	0	0
